id,product_id,tiki_product_id,seller_product_id,sku,name,short_description,type,brand_name,brand_id,price,list_price,original_price,market_price,discount,discount_rate,rating_average,review_count,quantity_sold,quantity_sold_text,is_official_store,is_freeship,inventory_status,is_tikinow,tikinow_time,thumbnail_url,product_url,badges,seller_id,seller_name,seller_type,seller_logo,seller_rating,seller_reviews,seller_followers,category_id,category_name,stock_qty,stock_available,stock_preorder,stock_min_sale_qty,stock_max_sale_qty
168985488,,,168985492,2282498133345,"TRANH SƠN MÀI "" THIẾU NỮ ÁO DÀI",,,Gallery Minh Quân,8246304,2200000,,2200000,,0,0,0.0,0,1.0,Đã bán 1,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/67/d6/50/b383b9a1102236e2fa1f3dbdc2cffe56.jpg,https://tiki.vn/tranh-son-mai-thieu-nu-ao-dai-p168985488.html?spid=168985492,,60355,gallery Minh Quân,,,,,,,,,,,,
180863301,,,180863307,1284895008161,"Áo Dài Tay Thể Thao Nữ - Thiết kế ôm dáng, phong cách thể thao, trẻ trung và xinh đẹp",,,PGM,261827,2190000,,2190000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/79/c9/87/688c7397f06076b304ce3de853770ea6.jpg,https://tiki.vn/ao-dai-tay-the-thao-nu-thiet-ke-om-dang-phong-cach-the-thao-tre-trung-va-xinh-dep-p180863301.html?spid=180863307,,244635,Golfmax,,,,,,,,,,,,
5747719,,,5747739,8651599158652,Combo 2 Áo Dài Lụa Chấm Bi FATRALY - Hồng - Size,,,FATRALY,225017,200000,,200000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/da/19/3e/96d9e597af160f368d9f1c1317fff059.jpg,https://tiki.vn/combo-2-ao-dai-lua-cham-bi-fatraly-hong-vi-cam-tay-p5747719.html?spid=5747739,,10328,Thời Trang FATRALY,,,,,,,,,,,,
194421098,,,194421099,4402112337290,"Áo len nữ trơn dài tay, cổ V dây rút croptop cách điệu xinh xắn Al35",,,Haint Boutique,248413,149000,,149000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/05/8b/9d/5be17501d49dbd0cc8b8de5e288ce6c2.jpg,https://tiki.vn/ao-len-nu-tron-dai-tay-co-v-day-rut-croptop-cach-dieu-xinh-xan-al35-p194421098.html?spid=194421099,,235034,HaiBoutique,,,,,,,,,,,,
5747741,,,5747745,3322088662220,Combo 2 Áo Dài Lụa Chấm Bi FATRALY - Nude - Size,,,FATRALY,225017,200000,,200000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/39/3b/da/ed100a3f8aef82c29410a9759e1ad81d.jpg,https://tiki.vn/combo-2-ao-dai-lua-cham-bi-fatraly-nude-vi-cam-tay-p5747741.html?spid=5747745,,10328,Thời Trang FATRALY,,,,,,,,,,,,
276629448,,,276629476,8767032922078,Áo Khoác Dài Thu Đông Isla Bonita,,,Isla Bonita,8168527,2400000,,2400000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/58/e3/64/7d4552262aa602bc3bf79bec61bc5b03.jpg,https://tiki.vn/ao-khoac-dai-thu-dong-isla-bonita-p276629448.html?spid=276629476,,850,El amor,,,,,,,,,,,,
278030395,,,278030403,4217601585343,"Set áo váy hồng tay hoa NGADO , set áo váy dài , set áo váy kiểu Nữ",,,NGADO,8216940,1300000,,1300000,,0,0,3.0,1,1.0,Đã bán 1,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/13/ce/c5/8f2d99de9227e78c64ff24feb7618732.jpg,https://tiki.vn/set-ao-vay-hong-tay-hoa-ngado-set-ao-vay-dai-set-ao-vay-kieu-nu-p278030395.html?spid=278030403,,344204,NGADO,,,,,,,,,,,,
276479931,,,276479937,1717213596689,Áo thun dài tay nữ Hiền Trần BOUTIQUE cổ tròn nhẹ dáng suông rộng thoải mái vải cotton mềm mại kiểu nữ tính A12 Women Top,,,Hiền Trần BOUTIQUE,4835051,280000,,350000,,70000,20,0.0,0,5.0,Đã bán 5,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/b6/6e/cd/09f677993e68a2effca70fb537711fcb.jpg,https://tiki.vn/ao-thun-dai-tay-nu-hien-tran-boutique-co-tron-nhe-dang-suong-rong-thoai-mai-vai-cotton-mem-mai-kieu-nu-tinh-a12-women-top-p276479931.html?spid=276479937,,187091,Hiền Trần BOUTIQUE Official,,,,,,,,,,,,
149480347,,,149480351,5588869601525,"Tranh sơn mài"" Thiếu nữ áo dài Viet Nam",,,Gallery Minh Quân,8246304,850000,,850000,,0,0,0.0,0,,,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/55/95/ae/b9f328c7058a362d0b0aa332686cd425.jpg,https://tiki.vn/tranh-son-mai-thieu-nu-ao-dai-viet-nam-p149480347.html?spid=149480351,,60355,gallery Minh Quân,,,,,,,,,,,,
133893023,,,133893038,8507002880822,Áo len nữ dài tay mẫu mới vải mịn đẹp,,,Haint Boutique,248413,199000,,199000,,0,0,0.0,0,1.0,Đã bán 1,0,,,,,https://salt.tikicdn.com/cache/280x280/ts/product/46/4c/e5/23d636cf7a4b7c2bf8fad4a6482d5d3f.jpg,https://tiki.vn/ao-len-nu-dai-tay-mau-moi-2020-vai-min-dep-p133893023.html?spid=133893038,,235034,HaiBoutique,,,,,,,,,,,,
